state,name,agency,type,notes
Georgia,Clark Alexander,Skidaway Institute of Oceanography,school,
Georgia,Jon Ambrose,Georgia Department of Natural Resources GADNR,state,
Georgia,Linda Chafin,University of Georgia,school,
Georgia,David Gregory,Georgia Department of Natural Resources GADNR,state,
Georgia,Wade Harrison,The Nature Conservancy,ngo-nongame,
Georgia,Jeff Hepinstall-Cymerman,University of Georgia,school,
Georgia,Amy Keister,South Atlantic Landscape Conservation Cooperative,partnership,
Georgia,Liz Kramer,University of Georgia,school,
Georgia,Christi Lambert,The Nature Conservancy,ngo-nongame,
Georgia,Ken Myer,Avian Research and conservation Institute,ngo-nongame,
Georgia,Nate Nibbelink,University of Georgia,school,
Georgia,Dee Pederson,Natural Resources Conservation Service NRCS,federal,
Georgia,Megan Pulver,Georgia Department of Transportation,state,
Georgia,Kevin Samples,University of Georgia,school,
Georgia,Andrew Szwak,Georgia Environmental Finance Authority,state,
Georgia,Brent Womack,Georgia Department of Natural Resources GADNR,state,
Georgia,Mary Pfaffko,Georgia Department of Natural Resources GADNR,state,
Georgia,Fuller Callaway,Georgia Environmental Finance Authority,state,
Georgia,Ronald Carroll,University of Georgia,school,
Georgia,Jenny Cruse-Sanders,Atlanta Botanical Garden,state,
Georgia,Megan Desrosiers,One Hundred Miles,ngo-nongame,
Georgia,Elizabeth Herbert,Indiana University,school,
Georgia,Donald Imm,US Fish and Wildlife Service USFWS,federal,
Georgia,Jennifer Kline,Georgia Department of Natural Resources GADNR,state,
Georgia,Blake Lowery,Valdosta State University,school,
Georgia,Nathan Nibbelink,University of Georgia,school,
Georgia,Robert Ramsay,Georgia Conservancy,ngo-nongame,
Georgia,Joshua Reece,Valdosta State University,school,
Georgia,Will Ricks,Georgia Department of Natural Resources GADNR,state,
Georgia,Seth Wenger,University of Georgia,school,
,,,,Note: Apostrophe intentionally left out in Hawai'i to avoid complications with R
Hawaii,Paul Conry,Hawaii Department of Land and Natural Resources,state,
Hawaii,Gregory Spencer,Hawaii Department of Land and Natural Resources,state,
Hawaii,Shahin Ansari,Hawaii Department of Land and Natural Resources,state,
Hawaii,David Ainley,Hawaii Department of Land and Natural Resources,state,
Hawaii,Christine Hamilton,Hawaii Department of Land and Natural Resources,state,
Hawaii,Karl Magnacca,Hawaii Department of Land and Natural Resources,state,
Hawaii,John Vetter,Hawaii Department of Land and Natural Resources,state,
Hawaii,Michael Fujimoto,Hawaii Department of Land and Natural Resources,state,
Hawaii,James Cogswell,,unknown,
Hawaii,Alton Miyasaka,,unknown,
Hawaii,David Sakoda,,unknown,
Hawaii,Maria Carnevale,,unknown,
Hawaii,Edward Kekoa,,unknown,
Hawaii,Cynthia King,,unknown,
Hawaii,David Sischo,,unknown,
Hawaii,Elia Hermann,,unknown,
Hawaii,lisa Hadway,,unknown,
Hawaii,Michelle Jones,,unknown,
Hawaii,Randall Kennedy,,unknown,
Hawaii,Tanya Rubenstein,,unknown,
Hawaii,David Smith,,unknown,
Hawaii,Jason Misaki,,unknown,
Hawaii,Steven Bergfeld,,unknown,
Hawaii,Joey Mello,,unknown,
Hawaii,Kanalu Sproat,,unknown,
Hawaii,Scott Fretz,,unknown,
Hawaii,John Medeiros,,unknown,
Hawaii,Galen Kawakami,,unknown,
Hawaii,Thomas Kaiakapu,,unknown,
Hawaii,William Walsh,,unknown,
Hawaii,Mark Fox,,unknown,
Hawaii,Jason Sumiye,,unknown,
Hawaii,Jeff Burgett,,unknown,
Hawaii,James Jacobi,,unknown,
Hawaii,Katie Keck,,unknown,
Hawaii,Rick Camp,,unknown,
Hawaii,David Foote,,unknown,
Hawaii,Paul Banko,,unknown,
Hawaii,Rob Toonen,,unknown,
Hawaii,Ku'ulei Rodgers,,unknown,
Hawaii,Sierra MacDaniel,,unknown,
Hawaii,Darcy Hu,,unknown,
Hawaii,Aaron Nadig,,unknown,
Hawaii,Michelle Bogardus,,unknown,
Hawaii,Christine Ogura,,unknown,
Hawaii,Dawn Bruns,,unknown,
Hawaii,,HT Harvey and Associates,business,
Hawaii,,Bishop Museum,ngo-nongame,
Hawaii,,The Nature Conservancy,ngo-nongame,
Hawaii,,Hawaii Invasive Species Council,state,
Hawaii,,Hawaii Watershed Partnerships,partnership,
Hawaii,,University of Hawaii,school,
Hawaii,,Hawaii Institute of Marine Biology,school,
Hawaii,,US Fish and Wildlife Service USFWS,federal,
Hawaii,,US National Oceanic and Atmospheric Administration NOAA,federal,
Hawaii,,US Geological Survey USGS,federal,
Hawaii,,National Park Service,federal,
Hawaii,,Pacific Islands Climate Change Cooperative,partnership,
Idaho,Alyssa Bangs,US Fish and Wildlife Service USFWS,federal,
Idaho,Erik Bartholomew,Idaho Department of Fish and Game,state,
Idaho,Tom Bassista,Idaho Department of Fish and Game,state,
Idaho,Jon Beals,Idaho Department of Fish and Game,state,
Idaho,Regan Berkley,Idaho Department of Fish and Game,state,
Idaho,Matt Boone,Idaho Department of Fish and Game,state,
Idaho,Bill Bosworth,Idaho Department of Fish and Game,state,
Idaho,Daniel Botello,Idaho Department of Fish and Game,state,
Idaho,Brett Bowersox,Idaho Department of Fish and Game,state,
Idaho,Emilia Breitenbach,Idaho Department of Fish and Game,state,
Idaho,Jay Carlisle,Intermountain Bird Observatory,school,
Idaho,Evan Brown,Idaho Department of Fish and Game,state,
Idaho,Katey Jones,Idaho Department of Fish and Game,state,
Idaho,Sonya Knetter,Idaho Department of Fish and Game,state,
Idaho,Martin Koenig,Idaho Department of Fish and Game,state,
Idaho,Colleen Moulton,Idaho Department of Fish and Game,state,
Idaho,Chris Murphy,Idaho Department of Fish and Game,state,
Idaho,Angie Schmidt,Idaho Department of Fish and Game,state,
Idaho,Jim Strickland,Idaho Department of Fish and Game,state,
Idaho,Leona Svancara,Idaho Department of Fish and Game,state,
Idaho,Nikki Wade,Idaho Department of Fish and Game,state,
Idaho,Toby Boudreau,Idaho Department of Fish and Game,state,
Idaho,Gary Byrne,Idaho Department of Fish and Game,state,
Idaho,Frank Edelmann,Idaho Department of Fish and Game,state,
Idaho,Paul Kline,Idaho Department of Fish and Game,state,
Idaho,Jon Rachael,Idaho Department of Fish and Game,state,
Idaho,Rex Sallabanks,Idaho Department of Fish and Game,state,
Idaho,Martha Wackenhut,Idaho Department of Fish and Game,state,
Idaho,Jim Fredericks,Idaho Department of Fish and Game,state,
Idaho,Tim Copeland,Idaho Department of Fish and Game,state,
Idaho,Frances Cassirer,Idaho Department of Fish and Game,state,
Idaho,Charles Corsi,Idaho Department of Fish and Game,state,
Idaho,Bradley Dawson,Idaho Department of Fish and Game,state,
Idaho,Samuel DeGrey,Idaho Department of Fish and Game,state,
Idaho,Rita Dixon,Idaho Department of Fish and Game,state,
Idaho,David Dressel,Idaho Department of Fish and Game,state,
Idaho,Joe DuPont,Idaho Department of Fish and Game,state,
Idaho,Andy Dux,Idaho Department of Fish and Game,state,
Idaho,Micah Ellstrom,Idaho Department of Fish and Game,state,
Idaho,Diane Evans Mack,Idaho Department of Fish and Game,state,
Idaho,Eli Felts,Idaho Department of Fish and Game,state,
Idaho,Eric Freeman,Idaho Department of Fish and Game,state,
Idaho,Tricia Hebdon,Idaho Department of Fish and Game,state,
Idaho,Curtis Hendricks,Idaho Department of Fish and Game,state,
Idaho,Brett High,Idaho Department of Fish and Game,state,
Idaho,Toni Holthuijzen,Idaho Power,utility,
Idaho,Dave Hopper,US Fish and Wildlife Service USFWS,federal,
Idaho,Merritt Horsmon,Idaho Department of Fish and Game,state,
Idaho,Becky Johnson,Idaho Department of Fish and Game,state,
Idaho,Lynn Kinter,Idaho Department of Fish and Game,state,
Idaho,Jeff Knetter,Idaho Department of Fish and Game,state,
Idaho,Eric Larson,University of Illinois,school,
Idaho,Zack Lockyer,Idaho Department of Fish and Game,state,
Idaho,Casey McCormack,Idaho Department of Fish and Game,state,
Idaho,Mike McDonald,Idaho Department of Fish and Game,state,
Idaho,Norm Merz,Idaho Department of Fish and Game,state,
Idaho,Kevin Meyer,Idaho Department of Fish and Game,state,
Idaho,Jennifer Miller,Idaho Department of Fish and Game,state,
Idaho,Hollie Miyasaki,Idaho Department of Fish and Game,state,
Idaho,Barb Moore,Idaho Department of Fish and Game,state,
Idaho,Cory Mosby,Idaho Department of Fish and Game,state,
Idaho,Ann Moser,Idaho Department of Fish and Game,state,
Idaho,Jeremy Nicholson,Idaho Department of Fish and Game,state,
Idaho,Katherine Oelrich,Idaho Department of Fish and Game,state,
Idaho,Peter Ott,Idaho Department of Fish and Game,state,
Idaho,Anna Owsiak,Idaho Department of Fish and Game,state,
Idaho,Charles Peterson,Idaho State University,school,
Idaho,Mike Peterson,Idaho Department of Fish and Game,state,
Idaho,Morgan Pfander,Idaho Department of Fish and Game,state,
Idaho,Matt Pieron,Idaho Department of Fish and Game,state,
Idaho,John Powell,Idaho Department of Fish and Game,state,
Idaho,Casey Pozzanghera,Idaho Department of Fish and Game,state,
Idaho,Matt Proett,Idaho Department of Fish and Game,state,
Idaho,Janet Rachlow,University of Idaho,school,
Idaho,Tempe Regan,Idaho Department of Fish and Game,state,
Idaho,Jeff Richards,Idaho Department of Fish and Game,state,
Idaho,Sierra Robatcek,Idaho Department of Fish and Game,state,
Idaho,Joel Sauder,Idaho Department of Fish and Game,state,
Idaho,Sean Schroff,Idaho Department of Fish and Game,state,
Idaho,William Seybold,Idaho Department of Fish and Game,state,
Idaho,Lyn Snoddy,Idaho Department of Fish and Game,state,
Idaho,Bret Stansberry,Idaho Department of Fish and Game,state,
Idaho,Jennifer Struthers,Idaho Department of Fish and Game,state,
Idaho,Tim Swearingen,Idaho Department of Fish and Game,state,
Idaho,Kerri Vierling,University of Idaho,school,
Idaho,Ryan Walrath,Idaho Department of Fish and Game,state,
Idaho,Carson Watkins,Idaho Department of Fish and Game,state,
Idaho,Jack Whitman,,unknown,
Idaho,Sean Wilson,Idaho Department of Fish and Game,state,
Idaho,Laura Wolf,Idaho Department of Fish and Game,state,
Idaho,Jamie Utz,Idaho Department of Fish and Game,state,
Idaho,Chris Yarbrough,Idaho Department of Fish and Game,state,
Idaho,,,,Page 364-370 lists Target Stakeholders for Participation
Illinois,Steve Chard,Illinois Department of Agriculture,state,
Illinois,Terri Savko,Illinois Department of Agriculture,state,
Illinois,Scott Schirmer,Illinois Department of Agriculture,state,
Illinois,Tim Cashatt,Illinois Department of Natural Resources,state,
Illinois,Chris Rollins,Illinois Department of Natural Resources,state,
Illinois,Dave Suthard,Illinois Department of Natural Resources,state,
Illinois,Saki Villalobos,Illinois Department of Natural Resources,state,
Illinois,Barry Walker,Illinois Department of Natural Resources,state,
Illinois,Nathan Grider,Illinois Department of Natural Resources,state,
Illinois,Barry Hart,Illinois Department of Natural Resources,state,
Illinois,Pat Malone,Illinois Department of Natural Resources,state,
Illinois,Jessica Riney,Illinois Department of Natural Resources,state,
Illinois,Jim Herkert,Illinois Department of Natural Resources,state,
Illinois,Lisa Cotner,Illinois Department of Natural Resources,state,
Illinois,Diane Ticec,Illinois Department of Natural Resources,state,
Illinois,Debbie Bruce,Illinois Department of Natural Resources,state,
Illinois,Kevin Irons,Illinois Department of Natural Resources,state,
Illinois,Frank Jakubicek,Illinois Department of Natural Resources,state,
Illinois,Jim Mick,Illinois Department of Natural Resources,state,
Illinois,Steve Robillard,Illinois Department of Natural Resources,state,
Illinois,Vic Santucci,Illinois Department of Natural Resources,state,
Illinois,Randy Sauer,Illinois Department of Natural Resources,state,
Illinois,Tom Gargrave,Illinois Department of Natural Resources,state,
Illinois,Dave Griffith,Illinois Department of Natural Resources,state,
Illinois,Ann Holtrop,Illinois Department of Natural Resources,state,
Illinois,Scott Ballard,Illinois Department of Natural Resources,state,
Illinois,Maggie Cole,Illinois Department of Natural Resources,state,
Illinois,Bob Gillespie,Illinois Department of Natural Resources,state,
Illinois,Mark Guetersloh,Illinois Department of Natural Resources,state,
Illinois,Andrew Hulin,Illinois Department of Natural Resources,state,
Illinois,Joe Kath,Illinois Department of Natural Resources,state,
Illinois,Tara Kieninger,Illinois Department of Natural Resources,state,
Illinois,James Renn,Illinois Department of Natural Resources,state,
Illinois,Brad Semel,Illinois Department of Natural Resources,state,
Illinois,Jody Shimp,Illinois Department of Natural Resources,state,
Illinois,Scott Simpson,Illinois Department of Natural Resources,state,
Illinois,Eric Smith,Illinois Department of Natural Resources,state,
Illinois,Robert Szafoni,Illinois Department of Natural Resources,state,
Illinois,Lynn Boerman,Illinois Department of Natural Resources,state,
Illinois,Mike Chandler,Illinois Department of Natural Resources,state,
Illinois,Luke Garver,Illinois Department of Natural Resources,state,
Illinois,Randy Holbrook,Illinois Department of Natural Resources,state,
Illinois,Tammy Miller,Illinois Department of Natural Resources,state,
Illinois,Mark Alessi,Illinois Department of Natural Resources,state,
Illinois,Chad Bartman,Illinois Department of Natural Resources,state,
Illinois,Bob Bluett,Illinois Department of Natural Resources,state,
Illinois,Paul Brewer,Illinois Department of Natural Resources,state,
Illinois,Roy Domazlicky,Illinois Department of Natural Resources,state,
Illinois,Doug Dufford,Illinois Department of Natural Resources,state,
Illinois,Stephanie Fitzsimons,Illinois Department of Natural Resources,state,
Illinois,Dan Ludwig Randy Smith,Illinois Department of Natural Resources,state,
Illinois,Mike Wefer,Illinois Department of Natural Resources,state,
Illinois,Charles Perino,Illinois Department of Transportation,state,
Illinois,Ann Mankowski,Illinois Endangered Species Protection Board,state,
Illinois,Randy Nyboer,Illinois Endangered Species Protection Board,state,
Illinois,Gregg Good,Illinois Environmental Protection Agency,state,
Illinois,Diane Shasteen,Illinois Environmental Protection Agency,state,
Illinois,Matt Short,Illinois Environmental Protection Agency,state,
Illinois,Roy Smogor,Illinois Environmental Protection Agency,state,
Illinois,Scott Tomkins,Illinois Environmental Protection Agency,state,
Illinois,amy Walkenback,Illinois Environmental Protection Agency,state,
Illinois,Brian Willard,Illinois Environmental Protection Agency,state,
Illinois,Nancy Erickson,Illinois Farm Bureau,state,
Illinois,Steven Byers,Illinois Nature Preserves Commission,state,
Illinois,Donnie Dann,Illinois Nature Preserves Commission,state,
Illinois,Randy Heidorn,Illinois Nature Preserves Commission,state,
Illinois,Angella Moorehouse,Illinois Nature Preserves Commission,state,
Illinois,MaryKay Solecki,Illinois Nature Preserves Commission,state,
Illinois,Deanna Glosser,Illinois Pollution Control Board,state,
Illinois,Ken Barr,US Army Corps of Engineers,federal,
